dataset_id,n_studies,n_analyses,review_doi,review_url
CD014852_pub2_data,36,148,10.1002/14651858.CD014852.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014852.pub2/full
CD014855_pub2_data,8,16,10.1002/14651858.CD014855.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014855.pub2/full
CD014861_pub2_data,5,18,10.1002/14651858.CD014861.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014861.pub2/full
CD014869_pub2_data,10,7,10.1002/14651858.CD014869.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014869.pub2/full
CD014871_pub2_data,7,66,10.1002/14651858.CD014871.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014871.pub2/full
CD014872_pub2_data,35,42,10.1002/14651858.CD014872.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014872.pub2/full
CD014889_pub2_data,6,5,10.1002/14651858.CD014889.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014889.pub2/full
CD014891_pub2_data,5,18,10.1002/14651858.CD014891.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014891.pub2/full
CD014914_pub2_data,28,67,10.1002/14651858.CD014914.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014914.pub2/full
CD014920_pub2_data,2,6,10.1002/14651858.CD014920.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014920.pub2/full
CD014923_pub2_data,3,13,10.1002/14651858.CD014923.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014923.pub2/full
CD014932_pub2_data,17,21,10.1002/14651858.CD014932.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014932.pub2/full
CD014935_pub2_data,4,11,10.1002/14651858.CD014935.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014935.pub2/full
CD014937_pub2_data,60,30,10.1002/14651858.CD014937.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014937.pub2/full
CD014941_pub2_data,2,21,10.1002/14651858.CD014941.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014941.pub2/full
CD014944_pub2_data,4,10,10.1002/14651858.CD014944.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014944.pub2/full
CD014959_pub2_data,5,20,10.1002/14651858.CD014959.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014959.pub2/full
CD014960_pub2_data,6,12,10.1002/14651858.CD014960.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014960.pub2/full
CD014964_pub2_data,64,46,10.1002/14651858.CD014964.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014964.pub2/full
CD014965_pub2_data,17,63,10.1002/14651858.CD014965.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014965.pub2/full
CD014966_pub2_data,35,8,10.1002/14651858.CD014966.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014966.pub2/full
CD014967_pub2_data,18,70,10.1002/14651858.CD014967.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014967.pub2/full
CD014999_pub2_data,2,11,10.1002/14651858.CD014999.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014999.pub2/full
CD015003_pub2_data,12,9,10.1002/14651858.CD015003.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015003.pub2/full
CD015014_pub2_data,31,48,10.1002/14651858.CD015014.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015014.pub2/full
CD015033_pub2_data,15,36,10.1002/14651858.CD015033.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015033.pub2/full
CD015038_pub2_data,13,17,10.1002/14651858.CD015038.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015038.pub2/full
CD015040_pub2_data,6,12,10.1002/14651858.CD015040.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015040.pub2/full
CD015042_pub2_data,7,3,10.1002/14651858.CD015042.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015042.pub2/full
CD015046_pub2_data,4,20,10.1002/14651858.CD015046.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015046.pub2/full
CD015060_pub2_data,12,22,10.1002/14651858.CD015060.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015060.pub2/full
CD015064_pub2_data,11,5,10.1002/14651858.CD015064.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015064.pub2/full
CD015066_pub2_data,3,3,10.1002/14651858.CD015066.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015066.pub2/full
CD015083_pub2_data,55,95,10.1002/14651858.CD015083.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015083.pub2/full
CD015084_pub2_data,7,30,10.1002/14651858.CD015084.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015084.pub2/full
CD015087_pub2_data,26,57,10.1002/14651858.CD015087.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015087.pub2/full
CD015101_data,5,11,10.1002/14651858.CD015101,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015101/full
CD015112_pub3_data,1,3,10.1002/14651858.CD015112.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015112.pub3/full
CD015120_pub2_data,46,36,10.1002/14651858.CD015120.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015120.pub2/full
CD015122_pub2_data,11,33,10.1002/14651858.CD015122.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015122.pub2/full
CD015123_pub2_data,5,25,10.1002/14651858.CD015123.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015123.pub2/full
CD015124_pub2_data,7,5,10.1002/14651858.CD015124.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015124.pub2/full
CD015134_pub2_data,6,7,10.1002/14651858.CD015134.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015134.pub2/full
CD015140_pub2_data,9,32,10.1002/14651858.CD015140.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015140.pub2/full
CD015145_pub2_data,20,49,10.1002/14651858.CD015145.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015145.pub2/full
CD015158_pub2_data,2,28,10.1002/14651858.CD015158.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015158.pub2/full
CD015160_pub2_data,10,15,10.1002/14651858.CD015160.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015160.pub2/full
CD015192_pub2_data,20,40,10.1002/14651858.CD015192.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015192.pub2/full
CD015213_pub2_data,33,67,10.1002/14651858.CD015213.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015213.pub2/full
CD015215_pub2_data,18,140,10.1002/14651858.CD015215.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015215.pub2/full
CD015219_pub2_data,24,38,10.1002/14651858.CD015219.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015219.pub2/full
CD015229_pub2_data,14,14,10.1002/14651858.CD015229.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015229.pub2/full
CD015252_pub2_data,9,24,10.1002/14651858.CD015252.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015252.pub2/full
CD015254_pub2_data,17,20,10.1002/14651858.CD015254.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015254.pub2/full
CD015255_pub2_data,23,49,10.1002/14651858.CD015255.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015255.pub2/full
CD015284_pub2_data,29,82,10.1002/14651858.CD015284.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015284.pub2/full
CD015313_pub2_data,1,3,10.1002/14651858.CD015313.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015313.pub2/full
CD015314_pub2_data,38,8,10.1002/14651858.CD015314.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015314.pub2/full
CD015326_pub2_data,56,66,10.1002/14651858.CD015326.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015326.pub2/full
CD015328_pub2_data,149,43,10.1002/14651858.CD015328.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015328.pub2/full
CD015330_pub2_data,54,26,10.1002/14651858.CD015330.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015330.pub2/full
CD015331_pub2_data,26,85,10.1002/14651858.CD015331.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015331.pub2/full
CD015332_pub2_data,4,82,10.1002/14651858.CD015332.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015332.pub2/full
CD015350_pub2_data,19,20,10.1002/14651858.CD015350.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015350.pub2/full
CD015373_pub2_data,28,95,10.1002/14651858.CD015373.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015373.pub2/full
CD015383_pub2_data,6,7,10.1002/14651858.CD015383.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015383.pub2/full
CD015387_pub2_data,25,25,10.1002/14651858.CD015387.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015387.pub2/full
CD015395_pub3_data,2,12,10.1002/14651858.CD015395.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015395.pub3/full
CD015432_pub2_data,35,46,10.1002/14651858.CD015432.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015432.pub2/full
CD015443_pub2_data,22,17,10.1002/14651858.CD015443.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015443.pub2/full
CD015448_pub2_data,13,23,10.1002/14651858.CD015448.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015448.pub2/full
CD015462_pub2_data,13,18,10.1002/14651858.CD015462.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015462.pub2/full
CD015476_pub2_data,15,21,10.1002/14651858.CD015476.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015476.pub2/full
CD015495_data,17,10,10.1002/14651858.CD015495,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015495/full
CD015514_pub2_data,3,8,10.1002/14651858.CD015514.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015514.pub2/full
CD015517_data,16,52,10.1002/14651858.CD015517,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015517/full
CD015518_data,18,37,10.1002/14651858.CD015518,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015518/full
CD015519_pub2_data,5,17,10.1002/14651858.CD015519.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015519.pub2/full
CD015520_data,12,36,10.1002/14651858.CD015520,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015520/full
CD015524_pub2_data,17,107,10.1002/14651858.CD015524.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015524.pub2/full
CD015526_pub2_data,2,8,10.1002/14651858.CD015526.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015526.pub2/full
CD015530_pub2_data,5,15,10.1002/14651858.CD015530.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015530.pub2/full
CD015532_data,23,56,10.1002/14651858.CD015532,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015532/full
CD015536_pub2_data,20,24,10.1002/14651858.CD015536.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015536.pub2/full
CD015551_pub2_data,9,18,10.1002/14651858.CD015551.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015551.pub2/full
CD015573_data,3,5,10.1002/14651858.CD015573,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015573/full
CD015584_pub2_data,14,19,10.1002/14651858.CD015584.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015584.pub2/full
CD015588_pub2_data,32,83,10.1002/14651858.CD015588.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015588.pub2/full
CD015592_pub3_data,5,6,10.1002/14651858.CD015592.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015592.pub3/full
CD015594_pub2_data,3,3,10.1002/14651858.CD015594.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015594.pub2/full
CD015636_pub2_data,1,3,10.1002/14651858.CD015636.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015636.pub2/full
CD015673_pub2_data,19,21,10.1002/14651858.CD015673.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015673.pub2/full
CD015698_pub2_data,9,12,10.1002/14651858.CD015698.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015698.pub2/full
CD015701_pub2_data,3,16,10.1002/14651858.CD015701.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015701.pub2/full
CD015711_pub2_data,3,13,10.1002/14651858.CD015711.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015711.pub2/full
CD015721_pub2_data,6,7,10.1002/14651858.CD015721.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015721.pub2/full
CD015746_pub2_data,15,24,10.1002/14651858.CD015746.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015746.pub2/full
CD015749_pub2_data,7,21,10.1002/14651858.CD015749.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015749.pub2/full
CD015751_pub2_data,7,9,10.1002/14651858.CD015751.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015751.pub2/full
CD015779_data,11,15,10.1002/14651858.CD015779,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015779/full
CD015786_pub2_data,5,13,10.1002/14651858.CD015786.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015786.pub2/full
CD015788_pub2_data,13,5,10.1002/14651858.CD015788.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015788.pub2/full
CD015790_pub2_data,17,13,10.1002/14651858.CD015790.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015790.pub2/full
CD015802_pub2_data,3,5,10.1002/14651858.CD015802.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015802.pub2/full
CD015804_pub2_data,9,12,10.1002/14651858.CD015804.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015804.pub2/full
CD015820_pub2_data,13,21,10.1002/14651858.CD015820.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015820.pub2/full
CD015824_pub2_data,9,27,10.1002/14651858.CD015824.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015824.pub2/full
CD015830_pub2_data,4,4,10.1002/14651858.CD015830.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015830.pub2/full
CD015849_pub2_data,28,144,10.1002/14651858.CD015849.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015849.pub2/full
CD015854_data,16,47,10.1002/14651858.CD015854,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015854/full
CD015855_data,13,51,10.1002/14651858.CD015855,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015855/full
CD015875_data,17,160,10.1002/14651858.CD015875,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015875/full
CD015877_data,2,7,10.1002/14651858.CD015877,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015877/full
CD015894_pub2_data,10,9,10.1002/14651858.CD015894.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015894.pub2/full
CD015932_pub2_data,21,38,10.1002/14651858.CD015932.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015932.pub2/full
CD015968_data,10,32,10.1002/14651858.CD015968,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015968/full
CD016001_data,26,32,10.1002/14651858.CD016001,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016001/full
CD016002_data,30,45,10.1002/14651858.CD016002,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016002/full
CD016031_data,24,58,10.1002/14651858.CD016031,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016031/full
CD016058_pub2_data,9,44,10.1002/14651858.CD016058.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016058.pub2/full
CD016064_data,82,83,10.1002/14651858.CD016064,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016064/full
CD016119_data,23,20,10.1002/14651858.CD016119,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016119/full
CD016120_data,6,23,10.1002/14651858.CD016120,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016120/full
CD016131_data,14,27,10.1002/14651858.CD016131,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016131/full
CD016136_data,30,8,10.1002/14651858.CD016136,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016136/full
CD016147_data,5,22,10.1002/14651858.CD016147,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016147/full
CD016148_data,17,39,10.1002/14651858.CD016148,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016148/full
CD016168_data,7,42,10.1002/14651858.CD016168,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016168/full
CD016211_data,4,20,10.1002/14651858.CD016211,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016211/full
CD016278_data,6,18,10.1002/14651858.CD016278,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016278/full
